,Utilization Type,State,label_code,product_code,package_size,Year,Quarter,product_name,suppression,units_reimb,num_rx,total_amt_reimb,med_amt_reimb,nonmed_amt_reimb,qtr_begin,qtr_begin_date,Latitude,Longitude,Location,NDC,PRODUCTNDC,PRODUCTID,PRODUCTTYPENAME,PROPRIETARYNAME,PROPRIETARYNAMESUFFIX,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,APPLICATIONNUMBER,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,PHARM_CLASSES,DEASCHEDULE,startdate,enddate
10,FFSU,MN,406,9075,76,2016,4,FENTANYL,False,185.0,14.0,1869.69,1782.07,87.62,10/1,10/01/2016,45.7326,-93.9196,"(45.7326, -93.9196)",406907576,406-9075,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
11,FFSU,RI,59011,420,10,2016,4,OXYCONTIN,True,,,,,,10/1,10/01/2016,41.6772,-71.5101,"(41.6772, -71.5101)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
12,FFSU,NE,63481,817,60,2016,4,OPANA ER,True,,,,,,10/1,10/01/2016,41.1289,-98.2883,"(41.1289, -98.2883)",63481081760,63481-817,63481-817_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20191101,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,30,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-11-01
13,MCOU,CO,378,9122,98,2016,4,FENTANYL,True,,,,,,10/1,10/01/2016,39.0646,-105.3272,"(39.0646, -105.3272)",378912298,378-9122,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
14,MCOU,XX,59011,415,20,2016,1,OXYCONTIN,False,1017.0,24.0,4669.02,4661.8,7.22,1/1,01/01/2016,,,,59011041520,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
15,MCOU,SC,50458,92,5,2016,3,DURAGESIC,True,,,,,,7/1,07/01/2016,33.8191,-80.9066,"(33.8191, -80.9066)",50458009205,50458-92,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
16,FFSU,CO,63481,816,60,2016,3,OPANA ER,False,1659.0,32.0,13632.67,13068.63,564.04,7/1,07/01/2016,39.0646,-105.3272,"(39.0646, -105.3272)",63481081660,63481-816,63481-816_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20190801,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-08-01
17,MCOU,NV,50458,860,1,2016,4,NUCYNTA ER,True,,,,,,10/1,10/01/2016,38.4199,-117.1219,"(38.4199, -117.1219)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
18,FFSU,MO,59011,440,20,2016,4,OXYCONTIN,True,,,,,,10/1,10/01/2016,38.4623,-92.302,"(38.4623, -92.302)",59011044020,59011-440,59011-440_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
19,FFSU,ME,781,7240,55,2016,4,FENTANYL,False,150.0,16.0,1939.0,1814.5,124.5,10/1,10/01/2016,44.6074,-69.3977,"(44.6074, -69.3977)",781724055,781-7240,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
20,FFSU,WI,50458,93,5,2016,4,DURAGESIC,True,,,,,,10/1,10/01/2016,44.2563,-89.6385,"(44.2563, -89.6385)",50458009305,50458-93,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
21,FFSU,TX,74,3043,53,2016,4,VICODIN ES,True,,,,,,10/1,10/01/2016,31.106,-97.6475,"(31.106, -97.6475)",74304353,74-3043,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
22,FFSU,AL,50458,860,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.799,-86.8073,"(32.7990, -86.8073)",50458086001,50458-860,50458-860_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,50,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
23,FFSU,AL,50458,862,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.799,-86.8073,"(32.7990, -86.8073)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
24,FFSU,AL,50458,863,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.799,-86.8073,"(32.7990, -86.8073)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
25,FFSU,AL,50458,863,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,32.799,-86.8073,"(32.7990, -86.8073)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
26,FFSU,AL,50458,864,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,32.799,-86.8073,"(32.7990, -86.8073)",50458086401,50458-864,50458-864_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,250,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
27,FFSU,AL,50458,864,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,32.799,-86.8073,"(32.7990, -86.8073)",50458086401,50458-864,50458-864_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,250,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
28,FFSU,NY,59011,480,10,2016,4,OXYCONTIN,False,3606.0,32.0,61422.72,61422.72,0.0,10/1,10/01/2016,42.1497,-74.9384,"(42.1497, -74.9384)",59011048010,59011-480,59011-480_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
29,FFSU,LA,781,7243,55,2016,4,FENTANYL,True,,,,,,10/1,10/01/2016,31.1801,-91.8749,"(31.1801, -91.8749)",781724355,781-7243,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
30,FFSU,OR,59011,415,10,2016,4,OXYCONTIN,True,,,,,,10/1,10/01/2016,44.5672,-122.1269,"(44.5672, -122.1269)",59011041510,59011-415,59011-415_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,15,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
31,FFSU,NC,60793,434,20,2016,4,EMBEDA,False,2682.0,57.0,36827.8,36827.8,0.0,10/1,10/01/2016,35.6411,-79.8431,"(35.6411, -79.8431)",60793043420,60793-434,60793-434_22852274-22cf-4619-9980-4ae3bc0ffdc6,HUMAN PRESCRIPTION DRUG,EMBEDA,,MORPHINE SULFATE and NALTREXONE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,20090813,0,NDA,NDA022321,Pfizer Laboratories Div Pfizer Inc,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,60; 2.4,mg/1; mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC],Opioid Antagonist [EPC],Opioid Antagonists [MoA]",CII,2009-08-13,1970-01-01
32,MCOU,UT,63481,817,60,2016,4,OPANA ER,True,,,,,,10/1,10/01/2016,40.1135,-111.8535,"(40.1135, -111.8535)",63481081760,63481-817,63481-817_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20191101,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,30,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-11-01
33,MCOU,KS,59011,480,10,2016,3,OXYCONTIN,False,9974.0,158.0,167592.03,167241.03,351.0,7/1,07/01/2016,38.5111,-96.8005,"(38.5111, -96.8005)",59011048010,59011-480,59011-480_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,80,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
34,MCOU,NV,59011,420,10,2016,3,OXYCONTIN,False,1984.0,32.0,11463.8,11463.8,0.0,7/1,07/01/2016,38.4199,-117.1219,"(38.4199, -117.1219)",59011042010,59011-420,59011-420_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,20,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
35,FFSU,AR,781,7242,55,2016,4,FENTANYL,True,,,,,,10/1,10/01/2016,34.9513,-92.3809,"(34.9513, -92.3809)",781724255,781-7242,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
36,FFSU,MO,63481,817,60,2016,4,OPANA ER,False,928.0,13.0,12102.1,12102.1,0.0,10/1,10/01/2016,38.4623,-92.302,"(38.4623, -92.302)",63481081760,63481-817,63481-817_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20191101,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,30,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-11-01
37,MCOU,SC,59011,758,4,2016,3,BUTRANS,True,,,,,,7/1,07/01/2016,33.8191,-80.9066,"(33.8191, -80.9066)",59011075804,59011-758,59011-758_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,15,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
38,FFSU,MO,591,3213,72,2016,4,FENTANYL,False,1070.0,99.0,12233.72,12233.72,0.0,10/1,10/01/2016,38.4623,-92.302,"(38.4623, -92.302)",591321372,591-3213,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
39,MCOU,OH,50458,93,5,2016,4,DURAGESIC,True,,,,,,10/1,10/01/2016,40.3736,-82.7755,"(40.3736, -82.7755)",50458009305,50458-93,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
40,FFSU,SD,59011,460,10,2016,4,OXYCONTIN,False,1840.0,29.0,26695.97,26695.97,0.0,10/1,10/01/2016,44.2853,-99.4632,"(44.2853, -99.4632)",59011046010,59011-460,59011-460_7878ad7b-5d64-40e9-af0e-a366c5b17849,HUMAN PRESCRIPTION DRUG,OxyContin,,oxycodone hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20100808,0,NDA,NDA022272,Purdue Pharma LP,OXYCODONE HYDROCHLORIDE,60,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2010-08-08,1970-01-01
41,MCOU,LA,406,9075,76,2016,4,FENTANYL,False,593.0,57.0,7585.31,7322.41,262.9,10/1,10/01/2016,31.1801,-91.8749,"(31.1801, -91.8749)",406907576,406-9075,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
42,FFSU,AR,50458,861,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,34.9513,-92.3809,"(34.9513, -92.3809)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
43,FFSU,AR,50458,862,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,34.9513,-92.3809,"(34.9513, -92.3809)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
44,FFSU,AR,50458,862,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,34.9513,-92.3809,"(34.9513, -92.3809)",50458086201,50458-862,50458-862_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,150,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
45,FFSU,AR,50458,863,1,2016,1,NUCYNTA ER,True,,,,,,1/1,01/01/2016,34.9513,-92.3809,"(34.9513, -92.3809)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
46,FFSU,AR,50458,863,1,2016,2,NUCYNTA ER,True,,,,,,4/1,04/01/2016,34.9513,-92.3809,"(34.9513, -92.3809)",50458086301,50458-863,50458-863_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,200,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
47,MCOU,FL,378,9125,98,2016,4,FENTANYL,True,,,,,,10/1,10/01/2016,27.8333,-81.717,"(27.8333, -81.717)",378912598,378-9125,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
48,FFSU,NC,63481,818,60,2016,3,OPANA ER,False,24418.0,368.0,384813.86,384813.86,0.0,7/1,07/01/2016,35.6411,-79.8431,"(35.6411, -79.8431)",63481081860,63481-818,63481-818_ee1e2e27-7455-429d-99d1-e5962ac1eb2c,HUMAN PRESCRIPTION DRUG,Opana,ER,oxymorphone hydrochloride,"TABLET, EXTENDED RELEASE",ORAL,20120320,20190701,NDA,NDA201655,"Endo Pharmaceuticals, Inc.",OXYMORPHONE HYDROCHLORIDE,40,mg/1,"Full Opioid Agonists [MoA],Opioid Agonist [EPC]",CII,2012-03-20,2019-07-01
49,MCOU,WV,50458,861,1,2016,4,NUCYNTA ER,False,1680.0,28.0,16175.89,16154.89,21.0,10/1,10/01/2016,38.468,-80.9696,"(38.468, -80.9696)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
50,FFSU,AK,59011,758,4,2016,4,BUTRANS,False,96.0,24.0,11513.68,11513.68,0.0,10/1,10/01/2016,61.385,-152.2683,"(61.385, -152.2683)",59011075804,59011-758,59011-758_48dabfa7-0727-1779-6d41-cffa031eeb77,HUMAN PRESCRIPTION DRUG,Butrans,,buprenorphine,"PATCH, EXTENDED RELEASE",TRANSDERMAL,20110214,0,NDA,NDA021306,Purdue Pharma LP,BUPRENORPHINE,15,ug/h,"Partial Opioid Agonist [EPC],Partial Opioid Agonists [MoA]",CIII,2011-02-14,1970-01-01
51,FFSU,ID,406,9025,76,2016,4,FENTANYL,False,535.0,51.0,2239.61,2239.61,0.0,10/1,10/01/2016,44.2394,-114.5103,"(44.2394, -114.5103)",406902576,406-9025,,,,,,,,0,0,,,,,,,,,1970-01-01,1970-01-01
52,MCOU,IA,50458,861,1,2016,4,NUCYNTA ER,True,,,,,,10/1,10/01/2016,42.0046,-93.214,"(42.0046, -93.214)",50458086101,50458-861,50458-861_bdb7e201-5be5-44cf-8b9f-a9a885112b96,HUMAN PRESCRIPTION DRUG,Nucynta,ER,tapentadol hydrochloride,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,20110825,0,NDA,NDA200533,"Janssen Pharmaceuticals, Inc.",TAPENTADOL HYDROCHLORIDE,100,mg/1,"Opioid Agonist [EPC],Opioid Agonists [MoA]",CII,2011-08-25,1970-01-01
