State,State Code,County,County Code,Year,Year Code,Month,Month Code,Underlying Cause of death,Underlying Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,12,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,Not Applicable,Not Applicable,0.10%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Arizona,4,"Maricopa County, AZ",4013,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25,Not Applicable,Not Applicable,0.10%
Arizona,4,"Pima County, AZ",4019,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Arizona,4,"Pima County, AZ",4019,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Arizona,4,"Pima County, AZ",4019,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Arizona,4,"Pima County, AZ",4019,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Arizona,4,"Pima County, AZ",4019,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
Arizona,4,"Pima County, AZ",4019,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
California,6,"Alameda County, CA",6001,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"Alameda County, CA",6001,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"Kern County, CA",6029,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"Kern County, CA",6029,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
California,6,"Kern County, CA",6029,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"Kern County, CA",6029,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
California,6,"Kern County, CA",6029,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Jan., 2014",2014/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Jan., 2014",2014/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36,Not Applicable,Not Applicable,0.10%
California,6,"Los Angeles County, CA",6037,2014,2014,"Mar., 2014",2014/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Mar., 2014",2014/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,37,Not Applicable,Not Applicable,0.10%
California,6,"Los Angeles County, CA",6037,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,Not Applicable,Not Applicable,0.10%
California,6,"Los Angeles County, CA",6037,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,Not Applicable,Not Applicable,0.10%
California,6,"Los Angeles County, CA",6037,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,16,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,20,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29,Not Applicable,Not Applicable,0.10%
California,6,"Los Angeles County, CA",6037,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,Not Applicable,Not Applicable,0.10%
California,6,"Los Angeles County, CA",6037,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,Not Applicable,Not Applicable,0.00%
California,6,"Los Angeles County, CA",6037,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Jan., 2014",2014/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Mar., 2014",2014/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,Not Applicable,Not Applicable,0.00%
California,6,"Orange County, CA",6059,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Jan., 2014",2014/01,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Mar., 2014",2014/03,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
California,6,"Riverside County, CA",6065,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
California,6,"Sacramento County, CA",6067,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
California,6,"Sacramento County, CA",6067,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"San Bernardino County, CA",6071,2014,2014,"Jul., 2014",2014/07,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,11,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Jan., 2014",2014/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Mar., 2014",2014/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
California,6,"San Diego County, CA",6073,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,Not Applicable,Not Applicable,0.00%
Connecticut,9,"Hartford County, CT",9003,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,Not Applicable,Not Applicable,0.00%
Connecticut,9,"Hartford County, CT",9003,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Connecticut,9,"Hartford County, CT",9003,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2014,2014,"Oct., 2014",2014/10,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Connecticut,9,"New Haven County, CT",9009,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2014,2014,"Jun., 2014",2014/06,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,Not Applicable,Not Applicable,0.00%
Florida,12,"Broward County, FL",12011,2014,2014,"Dec., 2014",2014/12,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,Not Applicable,Not Applicable,0.00%
Florida,12,"Duval County, FL",12031,2014,2014,"May, 2014",2014/05,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Hillsborough County, FL",12057,2014,2014,"Jan., 2014",2014/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Hillsborough County, FL",12057,2014,2014,"Feb., 2014",2014/02,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,Not Applicable,Not Applicable,0.00%
Florida,12,"Hillsborough County, FL",12057,2014,2014,"Nov., 2014",2014/11,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2014,2014,"Jul., 2014",2014/07,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2014,2014,"Aug., 2014",2014/08,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Orange County, FL",12095,2014,2014,"Sep., 2014",2014/09,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2014,2014,"Jan., 2014",2014/01,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2014,2014,"Mar., 2014",2014/03,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,Not Applicable,Not Applicable,0.00%
Florida,12,"Palm Beach County, FL",12099,2014,2014,"Apr., 2014",2014/04,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,Not Applicable,Not Applicable,0.00%
